,school,degree,university,gross_monthly_median,gross_mthly_25_percentile,basic_monthly_median,employment_rate_ft_perm,gross_mthly_75_percentile,gross_monthly_mean,basic_monthly_mean,year,employment_rate_overall
1516,School of Information Systems (4year programme),Information Systems (Cum Laude and above),Singapore Management University,4685,4200,4650,97.2,5000,4659,4584,2018,100
1517,School of Social Sciences (4year programme),Social Sciences,Singapore Management University,3210,3000,3200,74.4,3710,3409,3336,2018,85.6
1518,School of Social Sciences (4year programme),Social Sciences (Cum Laude and above),Singapore Management University,3600,3200,3550,78.9,4100,3880,3818,2018,84.2
1519,School of Law (4year programme),Law,Singapore Management University,4500,4050,4500,90.8,5600,4856,4704,2018,92.7
1520,School of Law (4year programme),Law (Cum Laude and above),Singapore Management University,5513,4500,4750,92.6,6000,5256,4986,2018,94.4
1521,School of Business,Bachelor of Accountancy,Singapore University of Social Sciences,3000,2700,2850,97.5,3000,2879,2858,2018,98.7
1522,School of Business,Bachelor of Science in Finance,Singapore University of Social Sciences,3400,3200,3400,84,3500,3393,3364,2018,88
1523,School of Business,Bachelor of Science in Marketing,Singapore University of Social Sciences,3000,2650,3000,84,3245,3023,2925,2018,94
1524,na,Bachelor of Engineering (Engineering Product Development),Singapore University of Technology and Design,3700,3500,3700,86.3,4000,3826,3773,2018,94.7
1525,na,Bachelor of Engineering (Information Systems Technology and Design),Singapore University of Technology and Design,4400,4000,4300,93.3,5000,4544,4448,2018,97.3
1526,na,Bachelor of Engineering (Engineering Systems and Design),Singapore University of Technology and Design,3800,3600,3800,90,4000,3893,3798,2018,90
1527,na,Bachelor of Science (Architecture and Sustainable Design),Singapore University of Technology and Design,4000,3600,3900,88.5,4215,3945,3848,2018,95.1
1528,College of Business (Nanyang Business School),Accountancy and Business,Nanyang Technological University,4000,3200,4000,95.2,4600,4359,4284,2019,97.9
1529,College of Business (Nanyang Business School),Business,Nanyang Technological University,3600,3200,3500,83.1,4000,3797,3707,2019,93.8
1530,College of Business (Nanyang Business School),Business and Computing,Nanyang Technological University,4833,3600,4833,83.3,5000,4562,4479,2019,94.4
1531,College of Engineering,Aerospace Engineering,Nanyang Technological University,3800,3500,3700,80.7,4600,3939,3816,2019,87.5
1532,College of Engineering,Aerospace Engineering and Economics,Nanyang Technological University,na,na,na,na,na,na,na,2019,na
1533,College of Engineering,Bioengineering,Nanyang Technological University,3500,3200,3400,64.1,3700,3548,3445,2019,81.3
1534,College of Engineering,Business and Computer Engineering,Nanyang Technological University,na,na,na,na,na,na,na,2019,na
1535,College of Engineering,Chemical and Biomolecular Engineering,Nanyang Technological University,3800,3500,3600,78.1,4300,3921,3681,2019,88.6
1536,College of Engineering,Chemical and Biomolecular Engineering and Economics,Nanyang Technological University,na,na,na,na,na,na,na,2019,na
1537,College of Engineering,Civil Engineering,Nanyang Technological University,3500,3300,3400,90.6,3900,3582,3525,2019,94.9
1538,College of Engineering,Civil Engineering and Economics,Nanyang Technological University,na,na,na,na,na,na,na,2019,na
1539,College of Engineering,Computer Engineering,Nanyang Technological University,4000,3600,4000,94.6,4500,4074,3994,2019,94.6
1540,College of Engineering,Computer Science,Nanyang Technological University,4200,3800,4050,95.9,4900,4309,4270,2019,97.4
1541,College of Engineering,Electrical and Electronic Engineering,Nanyang Technological University,3700,3500,3700,87.1,4000,3884,3769,2019,92.6
1542,College of Engineering,Environmental Engineering,Nanyang Technological University,3510,3400,3500,77.4,3800,3596,3574,2019,83.9
1543,College of Engineering,Environmental Engineering and Economics,Nanyang Technological University,na,na,na,na,na,na,na,2019,na
1544,College of Engineering,Information Engineering and Media,Nanyang Technological University,4000,3600,3970,85.3,4350,4006,3934,2019,90.7
1545,College of Engineering,Maritime Studies,Nanyang Technological University,3500,3300,3400,93.2,3700,3669,3512,2019,98.3
1546,College of Engineering,Materials Engineering,Nanyang Technological University,3600,3300,3500,76,4175,3817,3601,2019,82
1547,College of Engineering,Materials Engineering and Economics,Nanyang Technological University,na,na,na,na,na,na,na,2019,na
1548,College of Engineering,Mechanical Engineering,Nanyang Technological University,3600,3380,3500,82.1,4005,3728,3608,2019,84.5
1549,College of Engineering,Mechanical Engineering and Economics,Nanyang Technological University,na,na,na,na,na,na,na,2019,na
1550,College of Humanities Arts Social Sciences,Art Design  Media,Nanyang Technological University,3000,2800,3000,50.9,3500,3068,3031,2019,83.6
1551,College of Humanities Arts Social Sciences,Chinese,Nanyang Technological University,3210,2980,3150,79,3500,3260,3158,2019,90.1
1552,College of Humanities Arts Social Sciences,Communication Studies,Nanyang Technological University,3200,2800,3200,69.4,3500,3264,3220,2019,90.4
1553,College of Humanities Arts Social Sciences,Economics,Nanyang Technological University,3400,3050,3300,79.8,3600,3453,3385,2019,88.2
1554,College of Humanities Arts Social Sciences,English,Nanyang Technological University,3000,2565,3000,64.9,3500,2997,2987,2019,83.8
1555,College of Humanities Arts Social Sciences,History,Nanyang Technological University,3500,3200,3500,56.8,3800,3498,3449,2019,73
1556,College of Humanities Arts Social Sciences,Linguistics And Multilingual Studies,Nanyang Technological University,3200,3000,3160,65,3740,3365,3265,2019,81.7
1557,School of Computing,Bachelor of Computing (Electronic Commerce),National University of Singapore,na,na,na,na,na,na,na,2019,na
1558,College of Humanities Arts Social Sciences,Philosophy,Nanyang Technological University,3500,3300,3300,69.6,3584,3369,3288,2019,82.6
1559,College of Humanities Arts Social Sciences,Psychology,Nanyang Technological University,3400,3100,3350,73.1,3800,3506,3463,2019,89.2
1560,College of Humanities Arts Social Sciences,Public Policy And Global Affairs,Nanyang Technological University,3850,3500,3691,87.8,4345,3868,3756,2019,90.2
1561,College of Humanities Arts Social Sciences,Sociology,Nanyang Technological University,3300,3040,3200,70.5,3600,3441,3305,2019,86.9
1562,College of Sciences,Biological Sciences,Nanyang Technological University,3300,3100,3300,66.3,3600,3450,3315,2019,81.6
1563,College of Sciences,Biomedical Sciences  Chinese Medicine ,Nanyang Technological University,3000,2780,3000,85.7,3200,2979,2964,2019,95.2
1564,College of Sciences,Chemistry  Biological Chemistry,Nanyang Technological University,3400,3000,3200,66.2,3600,3338,3246,2019,80.9
1565,College of Sciences,Environmental Earth Systems Sciences,Nanyang Technological University,3500,3200,3500,79.2,3500,3416,3401,2019,87.5
1566,College of Sciences,Mathematical Sciences,Nanyang Technological University,3599,3215,3549,79.6,4070,3848,3741,2019,91.2
1567,College of Sciences,Mathematics  Economics,Nanyang Technological University,3700,3400,3570,84.8,4167,3996,3838,2019,93.5
1568,College of Sciences,Physics  Applied Physics,Nanyang Technological University,3500,3300,3500,78.6,4200,3849,3782,2019,90
1569,Sports Science and Management,Sports Science and Management,Nanyang Technological University,3350,3000,3200,55.6,3660,3438,3289,2019,87
1570,National Institute of Education (NIE),Arts (with Education),Nanyang Technological University,3800,3600,3800,100,3806,3710,3629,2019,100
1571,National Institute of Education (NIE),Science (with Education),Nanyang Technological University,3800,3660,3800,100,3840,3758,3719,2019,100
1572,Lee Kong Chian School of Medicine,Medicine,Nanyang Technological University,5700,5200,4700,100,6092,5661,4932,2019,100
1573,Faculty of Arts Social Sciences,Bachelor of Arts,National University of Singapore,3200,2800,3000,64.5,3700,3456,3225,2019,84.9
1574,Faculty of Arts Social Sciences,Bachelor of Arts (Hons),National University of Singapore,3500,3250,3500,68.2,3800,3537,3421,2019,92.7
1575,Faculty of Arts Social Sciences,Bachelor of Social Sciences,National University of Singapore,3500,3212,3500,75.9,3850,3674,3590,2019,88
1576,Faculty of Dentistry,Bachelor of Dental Surgery,National University of Singapore,4200,4000,4200,97.3,4500,4068,4057,2019,100
1577,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),National University of Singapore,3500,3200,3500,68.6,3800,3535,3480,2019,80.4
1578,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),National University of Singapore,3950,3500,3700,86.7,4300,3959,3802,2019,92.4
1579,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),National University of Singapore,3600,3400,3500,93,4025,3746,3685,2019,95
1580,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),National University of Singapore,4000,3600,3800,85.2,4600,4101,3957,2019,89.6
1581,Faculty of Engineering,Bachelor of Engineering (Engineering Science),National University of Singapore,3750,3400,3500,84.6,5200,4285,4115,2019,84.6
1582,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),National University of Singapore,3400,3200,3400,80.7,3900,3569,3473,2019,89.5
1583,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),National University of Singapore,4000,3500,3850,96.5,4600,4451,4303,2019,97.6
1584,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),National University of Singapore,4000,3700,3700,76.2,4600,4086,3796,2019,78.6
1585,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),National University of Singapore,3700,3400,3500,86.7,4300,3847,3745,2019,88.6
1586,Faculty of Law,Bachelor of Laws,National University of Singapore,5400,4500,5000,93,5800,5160,5068,2019,95.7
1587,Faculty of Science,Bachelor of Science,National University of Singapore,3100,2900,3000,59.3,3600,3320,3181,2019,84
1588,Faculty of Science,Bachelor of Science (Hons),National University of Singapore,3500,3100,3355,72.3,3800,3605,3510,2019,88.5
1589,Faculty of Science,Bachelor of Science (Computational Biology),National University of Singapore,na,na,na,na,na,na,na,2019,na
1590,Faculty of Science,Bachelor of Science (Pharmacy),National University of Singapore,3750,3500,3600,95.5,4000,3840,3648,2019,100
1591,NUS Business School,Bachelor of Business Administration,National University of Singapore,4000,3400,4000,82.6,5500,4925,4799,2019,100
1592,NUS Business School,Bachelor of Business Administration (Hons),National University of Singapore,4150,3500,4000,91,5000,4593,4451,2019,95.5
1593,NUS Business School,Bachelor of Business Administration (Accountancy),National University of Singapore,3000,3000,3000,93.8,3800,4005,3897,2019,93.8
1594,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),National University of Singapore,3600,3000,3500,97.8,4500,4093,4008,2019,97.8
1595,School of Computing,Bachelor of Computing (Computer Science),National University of Singapore,5000,4205,5000,90.6,5585,5571,5477,2019,92.8
1596,School of Computing,Bachelor of Computing (Information Security),National University of Singapore,na,na,na,na,na,na,na,2019,na
1597,School of Computing,Bachelor of Computing (Information Systems),National University of Singapore,4228,4000,4000,95.9,4685,4330,4210,2019,95.9
1598,School of Computing,Bachelor of Science (Business Analytics),National University of Singapore,5000,4050,5000,100,5200,4881,4811,2019,100
1599,School of Design  Environment,Bachelor of Arts (Architecture),National University of Singapore,4100,3800,4010,96,4500,4199,4156,2019,100
1600,School of Design  Environment,Bachelor of Arts (Industrial Design),National University of Singapore,3300,3000,3200,48.3,3500,3245,3142,2019,86.2
1601,School of Design  Environment,Bachelor of Science (Project and Facilities Management),National University of Singapore,3155,3000,3100,80.6,3480,3243,3189,2019,88.3
1602,School of Design  Environment,Bachelor of Science (Real Estate),National University of Singapore,3400,3100,3400,89.6,3650,3494,3431,2019,95.3
1603,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery,National University of Singapore,5237,4950,4600,99.5,5657,5218,4607,2019,99.5
1604,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),National University of Singapore,3358,3200,3250,89.1,3450,3314,3123,2019,93.5
1605,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),National University of Singapore,3650,3515,3450,97.5,3750,3612,3389,2019,98.8
1606,YST Conservatory of Music,Bachelor of Music,National University of Singapore,3500,2875,3500,39.1,3900,3575,3531,2019,82.6
1607,YaleNUS College,Bachelor of Arts with Honours,National University of Singapore,3684,3400,3600,77,4567,4197,4066,2019,96
1608,YaleNUS College,Bachelor of Science with Honours,National University of Singapore,5000,4150,5000,89.5,9967,7139,6962,2019,94.7
1609,MultiDisciplinary Programmes,Bachelor of Engineering (Computer Engineering),National University of Singapore,4000,3750,4000,91.7,4900,4732,4653,2019,92.9
1610,MultiDisciplinary Programmes,Bachelor of Environmental Studies,National University of Singapore,3325,3000,3300,67.4,3600,3332,3329,2019,88.4
1611,DigiPen Institute of Technology,Bachelor of Arts in Game Design,Singapore Institute of Technology,3220,3000,3120,79.2,3500,3167,3122,2019,83.3
1612,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,Singapore Institute of Technology,3150,2750,3150,50,3275,3051,3036,2019,81.3
1613,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design,Singapore Institute of Technology,3800,3550,3800,87,4000,3791,3760,2019,91.3
1614,DigiPen Institute of Technology,Bachelor of Science in Computer Science in RealTime Interactive Simulation,Singapore Institute of Technology,4400,4000,4400,94.9,5200,4474,4447,2019,100
1615,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,Singapore Institute of Technology,3100,3000,3100,89.2,3250,3239,3181,2019,93.7
1616,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information  Communications Technology (Information Security),Singapore Institute of Technology,4100,3900,4000,95,5000,4319,4171,2019,97.5
1617,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information  Communications Technology (Software Engineering),Singapore Institute of Technology,4190,3600,4034,97.4,4550,4188,4090,2019,100
1618,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Pharmaceutical Engineering,Singapore Institute of Technology,3660,3500,3162,90.6,4044,3748,3237,2019,92.2
1619,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),Singapore Institute of Technology,3500,3200,3360,92.5,3700,3484,3433,2019,92.5
1620,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),Singapore Institute of Technology,3842,3700,3800,90.6,4210,3976,3856,2019,93.8
1621,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),Singapore Institute of Technology,3750,3500,3750,97,4000,3811,3777,2019,100
1622,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,Singapore Institute of Technology,3000,2800,2800,74.6,3270,3102,2972,2019,89.1
1623,SITDigiPen Institute of Technology,Bachelor of Engineering in Systems Engineering (ElectroMechanical Systems),Singapore Institute of Technology,3975,3500,3921,90.5,4470,4024,3931,2019,95.2
1624,SITMassey University,Bachelor of Food Technology with Honours,Singapore Institute of Technology,2975,2750,2975,88.4,3250,2978,2962,2019,93
1625,SITNewcastle University,Bachelor of Engineering with Honours in Chemical Engineering,Singapore Institute of Technology,3500,3200,3200,73.3,3600,3463,3217,2019,82.2
1626,SITNewcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,Singapore Institute of Technology,3500,3250,3400,82.6,3600,3542,3489,2019,91.3
1627,College of Business (Nanyang Business School),Accountancy,Nanyang Technological University,3000,3000,3000,94,3200,3254,3220,2019,97.5
1628,SITNewcastle University,Bachelor of Engineering with Honours in Marine Engineering,Singapore Institute of Technology,3300,3200,3300,100,3521,3393,3318,2019,100
1629,SITNewcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,Singapore Institute of Technology,3100,3050,3100,66.7,3500,3269,3227,2019,80
1630,SITNewcastle University,Bachelor of Engineering with Honours in Naval Architecture,Singapore Institute of Technology,na,na,na,na,na,na,na,2019,na
1631,SITNewcastle University,Bachelor of Engineering with Honours in Offshore Engineering,Singapore Institute of Technology,na,na,na,na,na,na,na,2019,na
1632,SITTrinity College Dublin  Trinity College Dublin,Bachelor in Science (Diagnostic Radiography),Singapore Institute of Technology,na,na,na,na,na,na,na,2019,na
1633,SITTrinity College Dublin  Trinity College Dublin,Bachelor in Science (Occupational Therapy),Singapore Institute of Technology,3425,3308,3400,100,3650,3466,3429,2019,100
1634,SITTrinity College Dublin  Trinity College Dublin,Bachelor in Science (Physiotherapy),Singapore Institute of Technology,3400,3400,3400,98.3,3620,3498,3479,2019,98.3
1635,SITTrinity College Dublin  Trinity College Dublin,Bachelor in Science (Radiation Therapy),Singapore Institute of Technology,na,na,na,na,na,na,na,2019,na
1636,SITUniversity of Glasgow,Bachelor of Science with Honours in Nursing,Singapore Institute of Technology,3800,3450,3500,95.8,4085,3772,3522,2019,100
1637,Technische Universitt Mnchen,Bachelor of Science in Chemical Engineering,Singapore Institute of Technology,3300,3110,3100,77.3,3600,3471,3213,2019,81.8
1638,Technische Universitt Mnchen,Bachelor of Science in Electrical Engineering  Information Technology,Singapore Institute of Technology,na,na,na,na,na,na,na,2019,na
1639,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management,Singapore Institute of Technology,2625,2200,2350,61.9,3350,2852,2532,2019,81
1640,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,Singapore Institute of Technology,2800,2450,2800,55.3,3000,2832,2724,2019,78.7
1641,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,Singapore Institute of Technology,2700,2400,2700,80.6,3000,2760,2692,2019,87.1
1642,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,Singapore Institute of Technology,3500,3200,3500,64.6,4000,3597,3500,2019,77.1
1643,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,Singapore Institute of Technology,3700,3400,3550,67.6,4600,3993,3863,2019,82.4
1644,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,Singapore Institute of Technology,3500,3300,3500,93.9,3800,3722,3569,2019,97
1645,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,Singapore Institute of Technology,3600,3300,3600,83.1,4000,3793,3764,2019,93.2
1646,University of Glasgow,Bachelor of Science with Honours in Computing Science,Singapore Institute of Technology,4200,3700,4000,89.2,5100,4366,4294,2019,92.3
1647,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,Singapore Institute of Technology,3695,3400,3526,70.4,4050,3823,3647,2019,80.2
1648,School of Accountancy (4year programme),Accountancy,Singapore Management University,3050,3000,3000,93.7,4000,3802,3753,2019,96.4
1649,School of Accountancy (4year programme),Accountancy (Cum Laude and above),Singapore Management University,3600,3000,3500,97.9,5000,4431,4364,2019,97.9
1650,School of Business (4year programme),Business Management,Singapore Management University,3750,3300,3600,84.8,4600,4181,4056,2019,91
1651,School of Business (4year programme),Business Management (Cum Laude and above),Singapore Management University,4167,3600,4000,90.4,5120,4614,4504,2019,93
1652,School of Economics (4year programme),Economics,Singapore Management University,3900,3500,3800,81.3,4500,4159,4042,2019,87.1
1653,School of Economics (4year programme),Economics (Cum Laude and above),Singapore Management University,4038,3600,4000,89.9,4600,4520,4401,2019,94.2
1654,School of Information Systems (4year programme),Information Systems,Singapore Management University,4300,4000,4166,90.2,5000,4549,4413,2019,95.1
1655,School of Information Systems (4year programme),Information Systems (Cum Laude and above),Singapore Management University,5000,4300,5000,96,5550,5212,5029,2019,98
1656,School of Social Sciences (4year programme),Social Sciences,Singapore Management University,3500,3065,3400,82.8,4000,3629,3523,2019,92.2
1657,School of Social Sciences (4year programme),Social Sciences (Cum Laude and above),Singapore Management University,3500,3100,3500,90.2,4070,3742,3599,2019,92.7
1658,School of Law (4year programme),Law,Singapore Management University,4900,4200,4600,98.2,5800,5064,4942,2019,99.1
1659,School of Law (4year programme),Law (Cum Laude and above),Singapore Management University,5550,4500,5000,97.1,6000,5324,5136,2019,98.6
1660,S R Nathan School of Human Development,Bachelor of Human Resource Management,Singapore University of Social Sciences,3000,2800,3000,74.2,3300,2975,2942,2019,87.1
1661,School of Business,Bachelor of Accountancy,Singapore University of Social Sciences,3000,2750,3000,83.3,3000,2900,2880,2019,91.1
1662,School of Business,Bachelor of Science in Finance,Singapore University of Social Sciences,3450,3085,3400,88.6,3750,3722,3708,2019,88.6
1663,School of Business,Bachelor of Science in Marketing,Singapore University of Social Sciences,3000,2800,3000,70,3400,3169,2993,2019,88.3
1664,na,Bachelor of Engineering (Engineering Product Development),Singapore University of Technology and Design,4000,3660,3900,80.2,4500,4042,3991,2019,84.2
1665,na,Bachelor of Engineering (Information Systems Technology and Design),Singapore University of Technology and Design,4400,3800,4400,85.7,5000,4636,4599,2019,88.8
1666,na,Bachelor of Engineering (Engineering Systems and Design),Singapore University of Technology and Design,4000,3500,3800,87.3,4400,4082,3944,2019,89.9
1667,na,Bachelor of Science (Architecture and Sustainable Design),Singapore University of Technology and Design,3900,3600,3897,91.8,4100,3985,3923,2019,100
1668,College of Engineering,Aerospace Engineering and Economics,Nanyang Technological University,na,na,na,na,na,na,na,2019,na
1669,College of Engineering,Bioengineering,Nanyang Technological University,3500,3200,3400,64.1,3700,3548,3445,2019,81.3
1670,College of Business (Nanyang Business School),Accountancy,Nanyang Technological University,3000,3000,3000,94,3200,3254,3220,2019,97.5
1671,College of Business (Nanyang Business School),Accountancy and Business,Nanyang Technological University,4000,3200,4000,95.2,4600,4359,4284,2019,97.9
1672,College of Business (Nanyang Business School),Business,Nanyang Technological University,3600,3200,3500,83.1,4000,3797,3707,2019,93.8
1673,College of Business (Nanyang Business School),Business and Computing,Nanyang Technological University,4833,3600,4833,83.3,5000,4562,4479,2019,94.4
1674,College of Engineering,Aerospace Engineering,Nanyang Technological University,3800,3500,3700,80.7,4600,3939,3816,2019,87.5
1675,College of Engineering,Business and Computer Engineering,Nanyang Technological University,na,na,na,na,na,na,na,2019,na
1676,College of Engineering,Chemical and Biomolecular Engineering,Nanyang Technological University,3800,3500,3600,78.1,4300,3921,3681,2019,88.6
1677,College of Engineering,Chemical and Biomolecular Engineering and Economics,Nanyang Technological University,na,na,na,na,na,na,na,2019,na
1678,College of Engineering,Civil Engineering,Nanyang Technological University,3500,3300,3400,90.6,3900,3582,3525,2019,94.9
1679,College of Engineering,Civil Engineering and Economics,Nanyang Technological University,na,na,na,na,na,na,na,2019,na
1680,College of Engineering,Computer Engineering,Nanyang Technological University,4000,3600,4000,94.6,4500,4074,3994,2019,94.6
1681,College of Engineering,Computer Science,Nanyang Technological University,4200,3800,4050,95.9,4900,4309,4270,2019,97.4
1682,College of Engineering,Electrical and Electronic Engineering,Nanyang Technological University,3700,3500,3700,87.1,4000,3884,3769,2019,92.6
1683,College of Engineering,Environmental Engineering,Nanyang Technological University,3510,3400,3500,77.4,3800,3596,3574,2019,83.9
1684,College of Engineering,Environmental Engineering and Economics,Nanyang Technological University,na,na,na,na,na,na,na,2019,na
1685,College of Engineering,Information Engineering and Media,Nanyang Technological University,4000,3600,3970,85.3,4350,4006,3934,2019,90.7
1686,College of Engineering,Maritime Studies,Nanyang Technological University,3500,3300,3400,93.2,3700,3669,3512,2019,98.3
1687,College of Engineering,Materials Engineering,Nanyang Technological University,3600,3300,3500,76,4175,3817,3601,2019,82
1688,College of Engineering,Materials Engineering and Economics,Nanyang Technological University,na,na,na,na,na,na,na,2019,na
1689,College of Engineering,Mechanical Engineering,Nanyang Technological University,3600,3380,3500,82.1,4005,3728,3608,2019,84.5
1690,College of Engineering,Mechanical Engineering and Economics,Nanyang Technological University,na,na,na,na,na,na,na,2019,na
1691,College of Humanities Arts Social Sciences,Art Design  Media,Nanyang Technological University,3000,2800,3000,50.9,3500,3068,3031,2019,83.6
1692,College of Humanities Arts Social Sciences,Chinese,Nanyang Technological University,3210,2980,3150,79,3500,3260,3158,2019,90.1
1693,College of Humanities Arts Social Sciences,Communication Studies,Nanyang Technological University,3200,2800,3200,69.4,3500,3264,3220,2019,90.4
1694,College of Humanities Arts Social Sciences,Economics,Nanyang Technological University,3400,3050,3300,79.8,3600,3453,3385,2019,88.2
1695,College of Humanities Arts Social Sciences,English,Nanyang Technological University,3000,2565,3000,64.9,3500,2997,2987,2019,83.8
1696,College of Humanities Arts Social Sciences,History,Nanyang Technological University,3500,3200,3500,56.8,3800,3498,3449,2019,73
1697,College of Humanities Arts Social Sciences,Linguistics And Multilingual Studies,Nanyang Technological University,3200,3000,3160,65,3740,3365,3265,2019,81.7
1698,College of Humanities Arts Social Sciences,Philosophy,Nanyang Technological University,3500,3300,3300,69.6,3584,3369,3288,2019,82.6
1699,College of Humanities Arts Social Sciences,Psychology,Nanyang Technological University,3400,3100,3350,73.1,3800,3506,3463,2019,89.2
1700,College of Humanities Arts Social Sciences,Public Policy And Global Affairs,Nanyang Technological University,3850,3500,3691,87.8,4345,3868,3756,2019,90.2
1701,College of Humanities Arts Social Sciences,Sociology,Nanyang Technological University,3300,3040,3200,70.5,3600,3441,3305,2019,86.9
1702,College of Sciences,Biological Sciences,Nanyang Technological University,3300,3100,3300,66.3,3600,3450,3315,2019,81.6
1703,College of Sciences,Biomedical Sciences  Chinese Medicine ,Nanyang Technological University,3000,2780,3000,85.7,3200,2979,2964,2019,95.2
1704,College of Sciences,Chemistry  Biological Chemistry,Nanyang Technological University,3400,3000,3200,66.2,3600,3338,3246,2019,80.9
1705,College of Sciences,Environmental Earth Systems Sciences,Nanyang Technological University,3500,3200,3500,79.2,3500,3416,3401,2019,87.5
1706,College of Sciences,Mathematical Sciences,Nanyang Technological University,3599,3215,3549,79.6,4070,3848,3741,2019,91.2
1707,College of Sciences,Mathematics  Economics,Nanyang Technological University,3700,3400,3570,84.8,4167,3996,3838,2019,93.5
1708,College of Sciences,Physics  Applied Physics,Nanyang Technological University,3500,3300,3500,78.6,4200,3849,3782,2019,90
1709,Sports Science and Management,Sports Science and Management,Nanyang Technological University,3350,3000,3200,55.6,3660,3438,3289,2019,87
1710,National Institute of Education (NIE),Arts (with Education),Nanyang Technological University,3800,3600,3800,100,3806,3710,3629,2019,100
1711,National Institute of Education (NIE),Science (with Education),Nanyang Technological University,3800,3660,3800,100,3840,3758,3719,2019,100
1712,Lee Kong Chian School of Medicine,Medicine,Nanyang Technological University,5700,5200,4700,100,6092,5661,4932,2019,100
1713,Faculty of Arts Social Sciences,Bachelor of Arts,National University of Singapore,3200,2800,3000,64.5,3700,3456,3225,2019,84.9
1714,Faculty of Arts Social Sciences,Bachelor of Arts (Hons),National University of Singapore,3500,3250,3500,68.2,3800,3537,3421,2019,92.7
1715,Faculty of Arts Social Sciences,Bachelor of Social Sciences,National University of Singapore,3500,3212,3500,75.9,3850,3674,3590,2019,88
1716,Faculty of Dentistry,Bachelor of Dental Surgery,National University of Singapore,4200,4000,4200,97.3,4500,4068,4057,2019,100
1717,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),National University of Singapore,3500,3200,3500,68.6,3800,3535,3480,2019,80.4
1718,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),National University of Singapore,3950,3500,3700,86.7,4300,3959,3802,2019,92.4
1719,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),National University of Singapore,3600,3400,3500,93,4025,3746,3685,2019,95
1720,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),National University of Singapore,4000,3600,3800,85.2,4600,4101,3957,2019,89.6
1721,Faculty of Engineering,Bachelor of Engineering (Engineering Science),National University of Singapore,3750,3400,3500,84.6,5200,4285,4115,2019,84.6
1722,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),National University of Singapore,3400,3200,3400,80.7,3900,3569,3473,2019,89.5
1723,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),National University of Singapore,4000,3500,3850,96.5,4600,4451,4303,2019,97.6
1724,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),National University of Singapore,4000,3700,3700,76.2,4600,4086,3796,2019,78.6
1725,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),National University of Singapore,3700,3400,3500,86.7,4300,3847,3745,2019,88.6
1726,Faculty of Law,Bachelor of Laws,National University of Singapore,5400,4500,5000,93,5800,5160,5068,2019,95.7
1727,Faculty of Science,Bachelor of Science,National University of Singapore,3100,2900,3000,59.3,3600,3320,3181,2019,84
1728,Faculty of Science,Bachelor of Science (Hons),National University of Singapore,3500,3100,3355,72.3,3800,3605,3510,2019,88.5
1729,Faculty of Science,Bachelor of Science (Computational Biology),National University of Singapore,na,na,na,na,na,na,na,2019,na
